"COD_UBIC_P,N,19,0","DESC_LINEA,C,50","COD_VARIAN,N,11,0","ORDINAL,N,6,0","CALLE,C,35","ESQUINA,C,36","COD_CALLE1,N,11,0","COD_CALLE2,N,11,0","X,N,32,10","Y,N,32,10"
546,144,883,44,CORU├æA,PURIFICACION,2187,5733,578023.6001100000,6140711.3452000000
546,144,3225,46,CORU├æA,PURIFICACION,2187,5733,578023.6001100000,6140711.3452000000
547,144,883,45,CORU├æA,SAN ANTONIO,2187,6279,577944.2534500000,6140828.5180400000
547,144,3225,47,CORU├æA,SAN ANTONIO,2187,6279,577944.2534500000,6140828.5180400000
548,144,888,20,CORU├æA,SAN ANTONIO,2187,6279,577926.5058900000,6140844.7782500000
548,144,3226,20,CORU├æA,SAN ANTONIO,2187,6279,577926.5058900000,6140844.7782500000
549,144,883,46,CORU├æA,AGACES,2187,120,577776.3141600000,6141077.7361200000
549,144,3225,48,CORU├æA,AGACES,2187,120,577776.3141600000,6141077.7361200000
550,144,888,19,CORU├æA,AGACES,2187,120,577751.5402700000,6141103.6846600000
550,144,3226,19,CORU├æA,AGACES,2187,120,577751.5402700000,6141103.6846600000
551,144,888,22,COMERCIO,JUAN JACOBO ROUSSEAU,2079,6180,578204.0885300000,6140505.7100400000
551,144,3226,22,COMERCIO,JUAN JACOBO ROUSSEAU,2079,6180,578204.0885300000,6140505.7100400000
551,538,8200,64,COMERCIO,JUAN JACOBO ROUSSEAU,2079,6180,578204.0885300000,6140505.7100400000
551,538,8202,64,COMERCIO,JUAN JACOBO ROUSSEAU,2079,6180,578204.0885300000,6140505.7100400000
551,174,8707,69,COMERCIO,JUAN JACOBO ROUSSEAU,2079,6180,578204.0885300000,6140505.7100400000
551,174,8709,71,COMERCIO,JUAN JACOBO ROUSSEAU,2079,6180,578204.0885300000,6140505.7100400000
553,494,129,92,AV DR AMERICO RICALDONI,AV FEDERICO R VIDIELLA,5973,7268,577245.8497007750,6138605.0386394300
553,495,141,88,AV DR AMERICO RICALDONI,AV FEDERICO R VIDIELLA,5973,7268,577245.8497007750,6138605.0386394300
553,185,1332,61,AV DR AMERICO RICALDONI,AV FEDERICO R VIDIELLA,5973,7268,577245.8497007750,6138605.0386394300
553,185,1347,63,AV DR AMERICO RICALDONI,AV FEDERICO R VIDIELLA,5973,7268,577245.8497007750,6138605.0386394300
553,186,1358,65,AV DR AMERICO RICALDONI,AV FEDERICO R VIDIELLA,5973,7268,577245.8497007750,6138605.0386394300
553,191,1391,32,AV DR AMERICO RICALDONI,AV FEDERICO R VIDIELLA,5973,7268,577245.8497007750,6138605.0386394300
553,316,1763,46,AV DR AMERICO RICALDONI,AV FEDERICO R VIDIELLA,5973,7268,577245.8497007750,6138605.0386394300
553,494,2653,90,AV DR AMERICO RICALDONI,AV FEDERICO R VIDIELLA,5973,7268,577245.8497007750,6138605.0386394300
553,494,3303,93,AV DR AMERICO RICALDONI,AV FEDERICO R VIDIELLA,5973,7268,577245.8497007750,6138605.0386394300
553,494,3305,91,AV DR AMERICO RICALDONI,AV FEDERICO R VIDIELLA,5973,7268,577245.8497007750,6138605.0386394300
553,329,7367,85,AV DR AMERICO RICALDONI,AV FEDERICO R VIDIELLA,5973,7268,577245.8497007750,6138605.0386394300
553,76,7513,69,AV DR AMERICO RICALDONI,AV FEDERICO R VIDIELLA,5973,7268,577245.8497007750,6138605.0386394300
553,329,7725,73,AV DR AMERICO RICALDONI,AV FEDERICO R VIDIELLA,5973,7268,577245.8497007750,6138605.0386394300
553,329,7814,57,AV DR AMERICO RICALDONI,AV FEDERICO R VIDIELLA,5973,7268,577245.8497007750,6138605.0386394300
553,316,8195,51,AV DR AMERICO RICALDONI,AV FEDERICO R VIDIELLA,5973,7268,577245.8497007750,6138605.0386394300
553,329,8274,74,AV DR AMERICO RICALDONI,AV FEDERICO R VIDIELLA,5973,7268,577245.8497007750,6138605.0386394300
553,329,8276,71,AV DR AMERICO RICALDONI,AV FEDERICO R VIDIELLA,5973,7268,577245.8497007750,6138605.0386394300
553,143,8377,18,AV DR AMERICO RICALDONI,AV FEDERICO R VIDIELLA,5973,7268,577245.8497007750,6138605.0386394300
553,328,8549,55,AV DR AMERICO RICALDONI,AV FEDERICO R VIDIELLA,5973,7268,577245.8497007750,6138605.0386394300
553,329,8615,86,AV DR AMERICO RICALDONI,AV FEDERICO R VIDIELLA,5973,7268,577245.8497007750,6138605.0386394300
553,192,8681,40,AV DR AMERICO RICALDONI,AV FEDERICO R VIDIELLA,5973,7268,577245.8497007750,6138605.0386394300
554,494,129,93,AV DR AMERICO RICALDONI,PSJE PEATONAL VEHICULAR,5973,8000,577523.9851769980,6138424.3162152300
554,495,141,89,AV DR AMERICO RICALDONI,PSJE PEATONAL VEHICULAR,5973,8000,577523.9851769980,6138424.3162152300
554,185,1332,62,AV DR AMERICO RICALDONI,PSJE PEATONAL VEHICULAR,5973,8000,577523.9851769980,6138424.3162152300
554,185,1347,64,AV DR AMERICO RICALDONI,PSJE PEATONAL VEHICULAR,5973,8000,577523.9851769980,6138424.3162152300
554,186,1358,66,AV DR AMERICO RICALDONI,PSJE PEATONAL VEHICULAR,5973,8000,577523.9851769980,6138424.3162152300
554,191,1391,33,AV DR AMERICO RICALDONI,PSJE PEATONAL VEHICULAR,5973,8000,577523.9851769980,6138424.3162152300
554,316,1763,47,AV DR AMERICO RICALDONI,PSJE PEATONAL VEHICULAR,5973,8000,577523.9851769980,6138424.3162152300
554,494,2653,91,AV DR AMERICO RICALDONI,PSJE PEATONAL VEHICULAR,5973,8000,577523.9851769980,6138424.3162152300
554,494,3303,94,AV DR AMERICO RICALDONI,PSJE PEATONAL VEHICULAR,5973,8000,577523.9851769980,6138424.3162152300
554,494,3305,92,AV DR AMERICO RICALDONI,PSJE PEATONAL VEHICULAR,5973,8000,577523.9851769980,6138424.3162152300
554,329,7367,86,AV DR AMERICO RICALDONI,PSJE PEATONAL VEHICULAR,5973,8000,577523.9851769980,6138424.3162152300
554,76,7513,70,AV DR AMERICO RICALDONI,PSJE PEATONAL VEHICULAR,5973,8000,577523.9851769980,6138424.3162152300
554,329,7725,74,AV DR AMERICO RICALDONI,PSJE PEATONAL VEHICULAR,5973,8000,577523.9851769980,6138424.3162152300
554,329,7814,58,AV DR AMERICO RICALDONI,PSJE PEATONAL VEHICULAR,5973,8000,577523.9851769980,6138424.3162152300
554,316,8195,52,AV DR AMERICO RICALDONI,PSJE PEATONAL VEHICULAR,5973,8000,577523.9851769980,6138424.3162152300
554,329,8274,75,AV DR AMERICO RICALDONI,PSJE PEATONAL VEHICULAR,5973,8000,577523.9851769980,6138424.3162152300
554,329,8276,72,AV DR AMERICO RICALDONI,PSJE PEATONAL VEHICULAR,5973,8000,577523.9851769980,6138424.3162152300
554,143,8377,19,AV DR AMERICO RICALDONI,PSJE PEATONAL VEHICULAR,5973,8000,577523.9851769980,6138424.3162152300
554,328,8549,56,AV DR AMERICO RICALDONI,PSJE PEATONAL VEHICULAR,5973,8000,577523.9851769980,6138424.3162152300
554,329,8615,87,AV DR AMERICO RICALDONI,PSJE PEATONAL VEHICULAR,5973,8000,577523.9851769980,6138424.3162152300
554,192,8681,41,AV DR AMERICO RICALDONI,PSJE PEATONAL VEHICULAR,5973,8000,577523.9851769980,6138424.3162152300
555,405,24,6,ING EDUARDO GARCIA DE ZU├æIGA,PATRIA,7503,5277,576277.1251600000,6135654.5070000000
555,405,28,6,ING EDUARDO GARCIA DE ZU├æIGA,PATRIA,7503,5277,576277.1251600000,6135654.5070000000
555,117,635,17,ING EDUARDO GARCIA DE ZU├æIGA,PATRIA,7503,5277,576277.1251600000,6135654.5070000000
555,199,1453,47,ING EDUARDO GARCIA DE ZU├æIGA,PATRIA,7503,5277,576277.1251600000,6135654.5070000000
555,117,2779,28,ING EDUARDO GARCIA DE ZU├æIGA,PATRIA,7503,5277,576277.1251600000,6135654.5070000000
555,300,8385,10,ING EDUARDO GARCIA DE ZU├æIGA,PATRIA,7503,5277,576277.1251600000,6135654.5070000000
555,300,8386,10,ING EDUARDO GARCIA DE ZU├æIGA,PATRIA,7503,5277,576277.1251600000,6135654.5070000000
555,192,8682,6,ING EDUARDO GARCIA DE ZU├æIGA,PATRIA,7503,5277,576277.1251600000,6135654.5070000000
555,405,8783,6,ING EDUARDO GARCIA DE ZU├æIGA,PATRIA,7503,5277,576277.1251600000,6135654.5070000000
556,407,52,43,BV GRAL ARTIGAS,PALMAR,597,5082,576341.8100200000,6137571.5829600000
556,121,7884,22,BV GRAL ARTIGAS,PALMAR,597,5082,576341.8100200000,6137571.5829600000
556,121,8076,11,BV GRAL ARTIGAS,PALMAR,597,5082,576341.8100200000,6137571.5829600000
556,CARNAVAL,8223,3,BV GRAL ARTIGAS,PALMAR,597,5082,576341.8100200000,6137571.5829600000
556,183,8389,2,BV GRAL ARTIGAS,PALMAR,597,5082,576341.8100200000,6137571.5829600000
556,183,8390,2,BV GRAL ARTIGAS,PALMAR,597,5082,576341.8100200000,6137571.5829600000
556,71,8397,43,BV GRAL ARTIGAS,PALMAR,597,5082,576341.8100200000,6137571.5829600000
556,300,8398,55,BV GRAL ARTIGAS,PALMAR,597,5082,576341.8100200000,6137571.5829600000
556,300,8399,55,BV GRAL ARTIGAS,PALMAR,597,5082,576341.8100200000,6137571.5829600000
556,174,8707,83,BV GRAL ARTIGAS,PALMAR,597,5082,576341.8100200000,6137571.5829600000
556,174,8709,85,BV GRAL ARTIGAS,PALMAR,597,5082,576341.8100200000,6137571.5829600000
556,103,8862,13,BV GRAL ARTIGAS,PALMAR,597,5082,576341.8100200000,6137571.5829600000
557,494,129,14,AV LUIS BATLLE BERRES,YUQUERI,831,7455,559183.8012900000,6150123.4135800000
557,127,698,14,AV LUIS BATLLE BERRES,YUQUERI,831,7455,559183.8012900000,6150123.4135800000
557,127,702,14,AV LUIS BATLLE BERRES,YUQUERI,831,7455,559183.8012900000,6150123.4135800000
557,127,708,14,AV LUIS BATLLE BERRES,YUQUERI,831,7455,559183.8012900000,6150123.4135800000
557,127,710,14,AV LUIS BATLLE BERRES,YUQUERI,831,7455,559183.8012900000,6150123.4135800000
557,D3,1536,2,AV LUIS BATLLE BERRES,YUQUERI,831,7455,559183.8012900000,6150123.4135800000
557,494,2653,12,AV LUIS BATLLE BERRES,YUQUERI,831,7455,559183.8012900000,6150123.4135800000
557,L27,2657,11,AV LUIS BATLLE BERRES,YUQUERI,831,7455,559183.8012900000,6150123.4135800000
557,L94,2661,12,AV LUIS BATLLE BERRES,YUQUERI,831,7455,559183.8012900000,6150123.4135800000
557,127,2668,12,AV LUIS BATLLE BERRES,YUQUERI,831,7455,559183.8012900000,6150123.4135800000
557,127,2671,12,AV LUIS BATLLE BERRES,YUQUERI,831,7455,559183.8012900000,6150123.4135800000
557,127,2673,12,AV LUIS BATLLE BERRES,YUQUERI,831,7455,559183.8012900000,6150123.4135800000
557,127,2675,12,AV LUIS BATLLE BERRES,YUQUERI,831,7455,559183.8012900000,6150123.4135800000
557,494,3303,14,AV LUIS BATLLE BERRES,YUQUERI,831,7455,559183.8012900000,6150123.4135800000
557,494,3305,12,AV LUIS BATLLE BERRES,YUQUERI,831,7455,559183.8012900000,6150123.4135800000
557,127,8649,14,AV LUIS BATLLE BERRES,YUQUERI,831,7455,559183.8012900000,6150123.4135800000
557,127,8650,14,AV LUIS BATLLE BERRES,YUQUERI,831,7455,559183.8012900000,6150123.4135800000
557,127,8651,12,AV LUIS BATLLE BERRES,YUQUERI,831,7455,559183.8012900000,6150123.4135800000
557,127,8652,12,AV LUIS BATLLE BERRES,YUQUERI,831,7455,559183.8012900000,6150123.4135800000
558,494,121,90,AV LUIS BATLLE BERRES,QUARAHY,831,5778,559299.9834800000,6149927.0705800000
558,127,695,71,AV LUIS BATLLE BERRES,QUARAHY,831,5778,559299.9834800000,6149927.0705800000
558,127,701,72,AV LUIS BATLLE BERRES,QUARAHY,831,5778,559299.9834800000,6149927.0705800000
558,127,705,68,AV LUIS BATLLE BERRES,QUARAHY,831,5778,559299.9834800000,6149927.0705800000
558,127,709,69,AV LUIS BATLLE BERRES,QUARAHY,831,5778,559299.9834800000,6149927.0705800000
558,D3,1535,47,AV LUIS BATLLE BERRES,QUARAHY,831,5778,559299.9834800000,6149927.0705800000
558,494,2652,90,AV LUIS BATLLE BERRES,QUARAHY,831,5778,559299.9834800000,6149927.0705800000
558,L27,2656,25,AV LUIS BATLLE BERRES,QUARAHY,831,5778,559299.9834800000,6149927.0705800000
558,L94,2660,25,AV LUIS BATLLE BERRES,QUARAHY,831,5778,559299.9834800000,6149927.0705800000
558,127,2667,71,AV LUIS BATLLE BERRES,QUARAHY,831,5778,559299.9834800000,6149927.0705800000
558,127,2670,68,AV LUIS BATLLE BERRES,QUARAHY,831,5778,559299.9834800000,6149927.0705800000
558,127,2672,72,AV LUIS BATLLE BERRES,QUARAHY,831,5778,559299.9834800000,6149927.0705800000
558,127,2674,69,AV LUIS BATLLE BERRES,QUARAHY,831,5778,559299.9834800000,6149927.0705800000
558,494,3302,91,AV LUIS BATLLE BERRES,QUARAHY,831,5778,559299.9834800000,6149927.0705800000
558,494,3304,91,AV LUIS BATLLE BERRES,QUARAHY,831,5778,559299.9834800000,6149927.0705800000
558,494,8497,100,AV LUIS BATLLE BERRES,QUARAHY,831,5778,559299.9834800000,6149927.0705800000
559,494,121,92,AV LUIS BATLLE BERRES,LA BARRA,831,777,559113.5645900000,6150267.6747300000
559,127,695,73,AV LUIS BATLLE BERRES,LA BARRA,831,777,559113.5645900000,6150267.6747300000
559,127,701,74,AV LUIS BATLLE BERRES,LA BARRA,831,777,559113.5645900000,6150267.6747300000
559,127,705,70,AV LUIS BATLLE BERRES,LA BARRA,831,777,559113.5645900000,6150267.6747300000
559,127,709,71,AV LUIS BATLLE BERRES,LA BARRA,831,777,559113.5645900000,6150267.6747300000
559,D3,1535,49,AV LUIS BATLLE BERRES,LA BARRA,831,777,559113.5645900000,6150267.6747300000
559,494,2652,92,AV LUIS BATLLE BERRES,LA BARRA,831,777,559113.5645900000,6150267.6747300000
559,L27,2656,27,AV LUIS BATLLE BERRES,LA BARRA,831,777,559113.5645900000,6150267.6747300000
559,L94,2660,27,AV LUIS BATLLE BERRES,LA BARRA,831,777,559113.5645900000,6150267.6747300000
559,127,2667,73,AV LUIS BATLLE BERRES,LA BARRA,831,777,559113.5645900000,6150267.6747300000
559,127,2670,70,AV LUIS BATLLE BERRES,LA BARRA,831,777,559113.5645900000,6150267.6747300000
559,127,2672,74,AV LUIS BATLLE BERRES,LA BARRA,831,777,559113.5645900000,6150267.6747300000
559,127,2674,71,AV LUIS BATLLE BERRES,LA BARRA,831,777,559113.5645900000,6150267.6747300000
559,494,3302,93,AV LUIS BATLLE BERRES,LA BARRA,831,777,559113.5645900000,6150267.6747300000
559,494,3304,93,AV LUIS BATLLE BERRES,LA BARRA,831,777,559113.5645900000,6150267.6747300000
559,494,8497,102,AV LUIS BATLLE BERRES,LA BARRA,831,777,559113.5645900000,6150267.6747300000
560,133,771,11,CNO PAJAS BLANCAS,SBRE DE PASO,999,6603,560017.4442508750,6142887.4225422500
560,L1,1554,47,CNO PAJAS BLANCAS,SBRE DE PASO,999,6603,560017.4442508750,6142887.4225422500
560,L1,2379,62,CNO PAJAS BLANCAS,SBRE DE PASO,999,6603,560017.4442508750,6142887.4225422500
560,133,2986,11,CNO PAJAS BLANCAS,SBRE DE PASO,999,6603,560017.4442508750,6142887.4225422500
560,L15,3044,11,CNO PAJAS BLANCAS,SBRE DE PASO,999,6603,560017.4442508750,6142887.4225422500
560,133,3046,16,CNO PAJAS BLANCAS,SBRE DE PASO,999,6603,560017.4442508750,6142887.4225422500
560,133,3049,11,CNO PAJAS BLANCAS,SBRE DE PASO,999,6603,560017.4442508750,6142887.4225422500
560,L15,7448,10,CNO PAJAS BLANCAS,SBRE DE PASO,999,6603,560017.4442508750,6142887.4225422500
560,133,7450,16,CNO PAJAS BLANCAS,SBRE DE PASO,999,6603,560017.4442508750,6142887.4225422500
560,133,7452,11,CNO PAJAS BLANCAS,SBRE DE PASO,999,6603,560017.4442508750,6142887.4225422500
560,133,8655,11,CNO PAJAS BLANCAS,SBRE DE PASO,999,6603,560017.4442508750,6142887.4225422500
560,133,8656,16,CNO PAJAS BLANCAS,SBRE DE PASO,999,6603,560017.4442508750,6142887.4225422500
560,133,8658,11,CNO PAJAS BLANCAS,SBRE DE PASO,999,6603,560017.4442508750,6142887.4225422500
561,133,770,88,CNO PAJAS BLANCAS,SBRE DE PASO,999,6603,560029.9386674180,6142888.6846045300
561,L1,1551,9,CNO PAJAS BLANCAS,SBRE DE PASO,999,6603,560029.9386674180,6142888.6846045300
561,L1,2352,12,CNO PAJAS BLANCAS,SBRE DE PASO,999,6603,560029.9386674180,6142888.6846045300
561,133,2985,82,CNO PAJAS BLANCAS,SBRE DE PASO,999,6603,560029.9386674180,6142888.6846045300
561,L15,3043,57,CNO PAJAS BLANCAS,SBRE DE PASO,999,6603,560029.9386674180,6142888.6846045300
561,133,3045,97,CNO PAJAS BLANCAS,SBRE DE PASO,999,6603,560029.9386674180,6142888.6846045300
561,133,3048,103,CNO PAJAS BLANCAS,SBRE DE PASO,999,6603,560029.9386674180,6142888.6846045300
561,L15,7449,57,CNO PAJAS BLANCAS,SBRE DE PASO,999,6603,560029.9386674180,6142888.6846045300
561,133,7451,103,CNO PAJAS BLANCAS,SBRE DE PASO,999,6603,560029.9386674180,6142888.6846045300
561,133,7453,97,CNO PAJAS BLANCAS,SBRE DE PASO,999,6603,560029.9386674180,6142888.6846045300
562,L5,1582,1,CNO LOS CAMALOTES,DEL TRANVIA A LA BARRA,4027,6932,562487.6041638070,6148251.7283517400
563,456,101,49,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,494,129,71,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,495,141,67,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,124,650,31,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,125,673,44,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,125,683,42,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,127,698,72,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,127,702,73,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,127,708,72,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,127,710,73,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,133,771,76,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,456,2089,49,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,133,2095,73,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,494,2653,69,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,127,2668,70,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,127,2671,70,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,127,2673,71,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,127,2675,71,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,133,2984,73,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,133,2986,76,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,456,2997,49,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,133,3046,96,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,133,3049,91,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,494,3303,72,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,494,3305,70,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,M-B,7376,56,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,133,7450,96,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,133,7452,91,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,538,8199,64,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,538,8201,66,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,456,8219,49,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,427,8495,55,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,427,8532,55,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,582,8603,42,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,524,8771,35,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,130,8800,50,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,130,8804,50,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,130,8851,50,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
563,524,8866,35,PARAGUAY,SANTA FE,5115,6360,573564.1845511050,6139646.0735483800
564,456,101,50,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,494,129,72,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,495,141,68,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,124,650,32,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,125,673,45,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,125,683,43,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,127,698,73,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,127,702,74,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,127,708,73,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,127,710,74,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,133,771,77,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,191,1402,48,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,456,2089,50,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,133,2095,74,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,494,2653,70,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,127,2668,71,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,127,2671,71,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,127,2673,72,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,127,2675,72,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,133,2984,74,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,133,2986,77,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,456,2997,50,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,133,3046,97,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,133,3049,92,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,494,3303,73,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,494,3305,71,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,M-B,7376,57,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,133,7450,97,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,133,7452,92,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,538,8199,65,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,538,8201,67,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,456,8219,50,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,427,8495,56,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,427,8532,56,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,582,8603,43,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,524,8771,36,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,130,8800,51,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,130,8804,51,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,130,8851,51,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
564,524,8866,36,PARAGUAY,GRAL FAUSTO AGUILAR,5115,162,573582.3597212820,6139449.7057735400
565,456,101,51,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,494,129,73,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,495,141,69,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,124,650,33,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,125,673,46,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,125,683,44,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,127,698,74,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,127,702,75,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,127,708,74,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,127,710,75,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,133,771,78,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,191,1402,49,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,456,2089,51,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,133,2095,75,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,494,2653,71,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,127,2668,72,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,127,2671,72,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,127,2673,73,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,127,2675,73,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,404,2823,65,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
